Herbarium BioBlitz,SCIE 001,,,,,,
10-Sep-19,,,,,,,
Student Name,Payton Mackwood,,,,,,
Student Name,Mickey Ordog,,,,,,
12-Sep-19,,,,,,,
Student Name,,,,,,,
Student Name,,,,,,,
13-Sep-19,,,,,,,
Student Name,,,,,,,
Student Name,,,,,,,
,,,,,,,
Accession Number,X = Inventoried,Genus,Species,Country,Date,Collector,UUID
A11720,,Cymathaere,triplicata,United States,1956 Jul 20,Robert F. Scagel,AE2D2973-2FA5-B948-9008-101F11B6861E
A39733,,Cymathaere,triplicata,United States,1956 Jul 20,Robert F. Scagel,1DF1E9B5-7C19-A142-BB81-C7A769F7A73E
A14364,,Cymathaere,triplicata,United States,Jul 30 158,Tom B. Widdowson,6C186DBC-C8D9-2C40-A802-8AF31EFB4FD1
A67645,,Cymathaere,triplicata,United States,1984 Jun 30,Robert F. Scagel,CE11F8D2-9C3D-0248-9D68-5EA7562E2CFA
A39144,,Cymathaere,triplicata,United States,1981 Jun 01,Sandra C. Lindstrom,14F147DE-CB99-9847-B2D6-B059250FB25E
A61071,,Cymathaere,triplicata,Canada,1984 Jun 02,Sandra C. Lindstrom,4BFDE800-5BD5-3F41-955A-D7B84DA318BD
A29225,,Cymathaere,triplicata,Canada,1984 Jun 13,Sandra C. Lindstrom,2B871E42-C6BD-0C48-9587-E7747C3A1390
A68895,,Cymathaere,triplicata,Canada,1987 May 03,Hanh Kim Huynh,4124964F-C4AF-0141-BAAB-B24739FCAABF
A65961,,Cymathaere,triplicata,United States,1978 Aug 17,Sandra C. Lindstrom,25ED8485-14C6-3B4B-8FED-4D1257D63296
A65985,,Cymathaere,triplicata,United States,1979 Apr 26,Sandra C. Lindstrom,FE33D72C-7A38-534C-8330-48CAD3437810
A66499,,Cymathaere,triplicata,Canada,1982 Apr 22,David J. Garbary,8407BAD2-3C46-6141-A388-82213939CE96
A82302,,Cymathaere,triplicata,United States,1968 Mar 16,F. C. Weinmann,FAD5338F-A7B9-C744-9B8E-7B6027C1208B
A82301,,Cymathaere,triplicata,United States,1968 Mar 16,F. C. Weinmann,56526F98-513D-9F40-825D-A83C35F367EC
A84357,,Cymathaere,triplicata,Canada,1999 Jul 28,Keith Pardee,CD385364-E44E-A043-B3BA-12987190D64F
A84387,,Cymathaere,triplicata,United States,2000 Aug 06,D.C. Lees,44A744C0-7751-E84D-89AE-F388F3DC923B
A85202,,Cymathaere,triplicata,United States,11/7/2002,Sandra C. Lindstrom,B9F09063-90E0-F946-BC14-DA64C98EE4C2
A85503,,Cymathaere,triplicata,United States,2005 May 26,Sandra C. Lindstrom,F5788D9E-B855-C14E-BB72-54EE85350792
A86164,,Cymathaere,triplicata,United States,2006 Aug 24,Sandra C. Lindstrom,4F6E1EF4-602A-2B4B-88CE-2990E70D33FE
A86937,,Cymathaere,triplicata,United States,2003 Jun 30,S. M. Saupe,4E22B937-97BE-FD4B-A9B3-827C5FF541DC
A88407,,Cymathaere,triplicata,United States,1985 May 06,Sandra C. Lindstrom,996993F7-E434-EF40-94F6-DE094DE5964A
A89095,,Cymathaere,triplicata,Canada,2011 Aug 15,Sandra C. Lindstrom,9EE5378A-76AE-FB44-BEF4-5093A3851868
A16444,,Cymathaere,triplicata,Canada,1963 Jun 25,Robert K.S. Lee,77864D71-9B19-B84F-8F67-84596A65CFE2
A16607,,Cymathaere,triplicata,Canada,1963 Jun 20,Louis D. Druehl,521B5545-7CF8-0045-B288-F4DCFC0C6BD0
A16912,,Cymathaere,triplicata,Canada,1963 Jun 23,Robert K.S. Lee,FFA231D8-49CE-AD4E-8DB1-881139979042
A16858,,Cymathaere,triplicata,Canada,1963 Jun 22,E. Menez,5B4AABDD-1C07-0244-ABC7-C753B390A0EC
A16879,,Cymathaere,triplicata,Canada,1963 Jun 22,Maurice Dube,990C1485-186D-0248-9749-88B0AF528FC2
A16758,,Cymathaere,triplicata,Canada,1963 Jun 21,Robert K.S. Lee,5ECBD635-60BE-F244-8A28-9BE67855C050
A16759,,Cymathaere,triplicata,Canada,1963 Jun 21,Robert K.S. Lee,975AB112-1283-E247-9019-D80DC77BBB09
A63816,,Cymathaere,triplicata,Canada,1977 Aug 07,Anne Stewart,962D061A-3D52-344A-B133-32F5F24C11C3
A64435,,Cymathaere,triplicata,Canada,1981 Jul 14,David J. Garbary,B29DB236-43C8-C847-B7D4-F9CCE90729DD
A64448,,Cymathaere,triplicata,Canada,1981 Jul 15,David J. Garbary,47190167-407A-2042-9917-4A893EB5FB0D
A90225,,Cymathaere,triplicata,United States,2013 Jun 26,Stephen Jewett,85BB758C-58B5-5D4B-AFDF-D55EB748A715
A90466,,Cymathaere,triplicata,Canada,2012 Jul 05,Sandra C. Lindstrom,5DC7317B-E02E-FC45-AE2F-049524DAEA0D
A89757,,Cymathaere,triplicata,Canada,2013 May 22,Katharine R. Hind,DB46F4FA-EC02-6546-8D78-8C2AB4F87B7C
A91041,,Cymathaere,triplicata,United States,2014 Jul 11,Sandra C. Lindstrom,BBC4A76A-D692-4E44-A1AE-3AEEEEA0C4B0
A92496,,Cymathaere,triplicata,United States,1970 Aug 13,Mike J. Wynne,18B9926A-0D60-1040-9726-3FDDE834B731
A92874,,Cymathaere,triplicata,United States,2016 Apr 09,Sandra C. Lindstrom,BD9E5EB6-840A-FC45-ABA0-8336049623C1
A93708,,Cymathaere,triplicata,Canada,2016 Mar 12,Sam M. Starko,599B05D0-E083-BF4C-A6F0-164B665FFF60
A69220,,Cystophora,botryocystis,Australia,1986 Dec 16,H.B.S. Womersley,42817183-10EC-2541-BF1C-69088DE65B8C
A13877,,Cystophora,brownii,Australia,1950 Jan 04,H.B.S. Womersley,9AAF9604-46F5-2C41-8699-EA90A9E89BE7
A2750,,Cystophora,brownii,Australia,1957 Dec 12,Robert F. Scagel,5F6DE402-C119-2344-A1D9-FBB0F18F5469
A69214,,Cystophora,congesta,Australia,1986 Dec 16,H.B.S. Womersley,9E643715-EDA5-8246-87D9-71099E570707
A49604,,Cystophora,cymodoceae,Australia,1959 Apr 13,M. Nizamuddin,9C9D55C2-D91E-2D49-B994-625A84D6DF3B
A49605,,Cystophora,cymodoceae,Australia,1959 Apr 13,M. Nizamuddin,65E4E54A-FA63-F24E-9350-093E85883C46
A43469,,Cystophora,dumosa,New Zealand,1970 Jan 10,J. R. Stein,380E8621-D8C9-8244-854D-7D4F29630509
A46207,,Cystophora,dumosa,New Zealand,1970 Nov 15,E. Conway,4AE2CA6C-5476-C146-A3A1-70EF10DE12D9
A13989,,Cystophora,expansa,Italy,1953 May 21,H.B.S. Womersley,D66AF28B-E416-4A4D-8632-64F8696E25F2
A43361,,Cystophora,gracilis,Australia,1970 Feb 05,J. R. Stein,DF7A2A30-5ED0-6B4D-AD05-6CBD65D1DE01
A49606,,Cystophora,gracilis,Australia,1963 Aug 24,H.B.S. Womersley,B1F1A737-796D-3749-81FA-2AA8DFBE235D
A49607,,Cystophora,gracilis,Australia,1963 Aug 24,H.B.S. Womersley,AA1E27CF-199C-F545-9F80-B5FA92C9DEDD
A49463,,Cystophora,grevillei,Australia,1962 Aug 28,Robert F. Scagel,FE13C651-13A8-B842-B9C9-6C37C3E3F9B7
A13987,,Cystophora,grevillei,Australia,1950 Jan 13,H.B.S. Womersley,231BFD3B-E313-644A-8150-E76D6AF6CDB7
A13991,,Cystophora,grevillei,Australia,1951 Jan 19,H.B.S. Womersley,68894CF9-A992-1040-87A3-E2B303318D0A
A69202,,Cystophora,harveyi,Australia,1979 Sep 02,H.B.S. Womersley,FD577C67-A4FC-6840-9782-8DD9F0377283
A69203,,Cystophora,harveyi,Australia,1979 Sep 01,H.B.S. Womersley,C6C53987-5AE1-6A4E-B730-CC3566AB7B99
A69210,,Cystophora,intermedia,Australia,1986 Dec 03,H.B.S. Womersley,E0AA73C3-DC4D-C84D-889E-9C3D3AD7ABCA
A69211,,Cystophora,intermedia,Australia,1987 Jan 09,H.B.S. Womersley,F7DD0596-9935-FE43-A392-B6F9FFB2030A
A13990,,Cystophora,monilifera,Italy,1953 May 21,H.B.S. Womersley,3284C1A8-5883-8843-BCC0-8C22DFD36D34
A13992,,Cystophora,monilifera,Australia,1950 Jan 04,H.B.S. Womersley,67AD12E2-FACC-EB44-AECE-A0D3CEB63107
A69216,,Cystophora,moniliformis,Australia,1986 Dec 16,H.B.S. Womersley,84DD4735-BFA5-5B4C-8C3C-C770E1C8C4BF
A46358,,Cystophora,platylobium,New Zealand,1947 Jan 13,Victor W. Lindauer,E7E4CFEA-3D6E-9A42-90F8-AF7B612FA69B
A69215,,Cystophora,platylobium,Australia,1986 Dec 16,H.B.S. Womersley,5C998A46-0B8C-AF4A-8D00-EADB3B3A6A2D
A49464,,Cystophora,racemosa,Australia,1962 Aug 27,Robert F. Scagel,EEE31DD1-CBDB-6749-9A29-E425F7EEA75B
A13986,,Cystophora,racemosa,Australia,1951 Jan 25,H.B.S. Womersley,FB68EF3E-073A-C940-B87A-A5A2CB6F9820
A84457,,Cystophora,racemosa,Australia,1999 Dec 16,H.B.S. Womersley,8E6A1A5E-F113-CF45-B9D1-2865F54100F3
A2755,,Cystophora,retorta,Australia,1957 Dec 13,Robert F. Scagel,D0798D50-3562-3240-965C-5B9D98CE1EB7
A56010,,Cystophora,retorta,Australia,1934 Nov 21,Paul J. Philson,13C9279D-DD9A-A245-8135-0E5FBB28B784
A56013,,Cystophora,retorta,Australia,1934 Nov 21,Paul J. Philson,90EC985E-9BBB-2740-BE31-E7D19989BD02
A46360,,Cystophora,retroflexa,New Zealand,1945 Sep 24,Victor W. Lindauer,49AB6210-4FA6-EC42-898B-79666235C481
A46359,,Cystophora,retroflexa,New Zealand,1938 Jan 20,Victor W. Lindauer,FAD7FEA8-8944-C744-9A35-32C376B8B39A
A45838,,Cystophora,retroflexa,"England, United Kingdom",1964 Apr 13,Tom B. Widdowson,D591DEC4-5006-2F48-844C-23E80D38478D
A55763,,Cystophora,scalaris,New Zealand,1935 Feb 17,Lawrence M. Jones,577AD679-8AD4-E140-9D89-B130CEBD202A
A43470,,Cystophora,scalaris,New Zealand,1970 Jan 10,J. R. Stein,FEEBF16C-E3CB-054D-94A4-B72A646CE6CC
A55764,,Cystophora,scalaris,New Zealand,1935 Feb 17,Lawrence M. Jones,353222ED-9CF7-D54B-AF46-47D1E35F78BA
A43471,,Cystophora,scalaris,New Zealand,1970 Jan 10,J. R. Stein,E2680C7D-375F-8346-BB3C-C6CDC5BCE045
A46361,,Cystophora,scalaris,New Zealand,1946 Jun 03,Victor W. Lindauer,B4927B2A-8395-8341-AE26-51AA61997717
A69977,,Cystophora,scalaris,New Zealand,1970 Jan 10,J. R. Stein,CB5E122C-36B5-4348-B4E9-D5B0A6C16EBB
A65033,,Cystophora,scalaris,New Zealand,1980 Jul 14,Robert F. Scagel,60C81427-89EC-3B49-9309-6AEF94270AE1
A65102,,Cystophora,scalaris,New Zealand,1980 Jul 14,Robert F. Scagel,3EAD22A4-BD99-7141-AD5D-EDA66DDCFEBF
A22509,,Cystophora,scalaris ?,Australia,1980 Jul 26,Robert F. Scagel,2EF170C5-5E49-7D4A-A581-3D8416329AF1
A65014,,Cystophora,scalaris ?,New Zealand,1980 Jul 14,Robert F. Scagel,E5E023EA-4CCD-1840-9F64-E63818615BF6
A65015,,Cystophora,scalaris ?,New Zealand,1980 Jul 14,Robert F. Scagel,BDA198B7-C19F-2E4B-B96B-82CE3D51C284
A69212,,Cystophora,siliquosa,Australia,1986 Dec 16,H.B.S. Womersley,72D6652F-1A5D-084A-9D89-B2DA57EF1283
A13874,,Cystophora,subfarcinata,Australia,1947 Jan 23,H.B.S. Womersley,5049901E-D675-4E43-8525-A317AEA2EB4F
A56084,,Cystophora,subfarcinata,Australia,1934 Nov 21,Lawrence M. Jones,C9F978FE-BBB7-904D-BA88-FADE465F8760
A56083,,Cystophora,subfarcinata,Australia,1934 Nov 21,Lawrence M. Jones,2E46614B-FD66-ED46-BD34-A605887C37F3
A69213,,Cystophora,subfarcinata,Australia,1986 Dec 16,H.B.S. Womersley,C6B3CAA1-2A21-4D46-BD4C-18CBC95C73A3
A65016,,Cystophora,torrulosa,New Zealand,1980 Jul 14,Robert F. Scagel,B84F5681-842A-184E-96CB-D1B5BBC95F6C
A63210,,Cystophora,torulosa,Australia,1980 May 19,H.B.S. Womersley,DFA4E653-9853-8F44-B822-FFD897419E88
A45839,,Cystophora,torulosa,New Zealand,1964 Aug 10,Tom B. Widdowson,25B32FEA-2F11-E84E-802F-4375E914778A
A43468,,Cystophora,torulosa,New Zealand,1970 Jan 10,J. R. Stein,0058AD0F-89DF-FD49-A365-CE08B2ACADC9
A55916,,Cystophora,torulosa,New Zealand,1935 Jan,Victor W. Lindauer,10062963-CB85-0E49-B64C-8E5ED1AF665F
A55839,,Cystophora,torulosa,New Zealand,1935 Jan,Victor W. Lindauer,1B630D90-3F98-4146-92D0-C3D3D461B024
A55838,,Cystophora,torulosa,New Zealand,1935 Jan,Victor W. Lindauer,41C04541-D764-C144-AAED-176A12EE955E
A46362,,Cystophora,torulosa,New Zealand,1947 Jun 01,Victor W. Lindauer,99B7AE98-3A4E-AE42-99E7-B72B5EC15DDE
A7776,,Cystophora,torulosa,Australia,1980 Jul 26,Robert F. Scagel,C4408DF2-6462-EF4E-BCDC-828A7F340231
A69171,,Cystophora,torulosa,Australia,1986 Oct 03,H.B.S. Womersley,846FE22E-8AC1-D94A-8B68-55E5523A6B0A
A69201,,Cystophora,xiphocarpa,Australia,1982 Nov 03,H.B.S. Womersley,43336118-6A7A-C849-A79A-B073CBE01F11
A51389,,Cystophyllum,fusiforme,Japan,1914 Jan,S. N.,7AD33E35-A879-9C45-8C92-6DF7AF3B9460
A56403,,Cystophyllum,hakodatense,Japan,1947 May 04,Y. Nakamura,A5177D0A-CD9B-5B4B-9E69-28D00BC9BDB0
A50306,,Cystophyllum,hakodatense,Unknown,[unknown],None,69F66243-14E8-254C-AFB2-34A2F80108A1
A50312,,Cystophyllum,hakodatense,Unknown,[unknown],None,88921357-586B-5D42-AD69-F1AC839BFC65
A13873,,Cystophyllum,muricatum,Australia,1949 Dec 28,H.B.S. Womersley,7522C4E3-AAD6-AC41-BAD6-43C3C9472374
A2754,,Cystophyllum,muricatum,Australia,1957 Dec 13,Robert F. Scagel,DEEAD6C0-8881-3E45-AC09-ED596517FF9A
A50311,,Cystophyllum,sisimbrioides,Unknown,1960 May 25,None,44536726-AA1A-F14A-8C04-7BC0476BBA66
A50309,,Cystophyllum,sisimbrioides,Unknown,1960 May 25,None,69351ECA-E7C9-9643-B505-70A42B6CB335
A50308,,Cystophyllum,sisimbrioides,Unknown,1960 May 25,None,1F87A82C-54F2-E949-BC4F-51523A000ACA
A50307,,Cystophyllum,sisimbrioides,Unknown,1960 May 25,None,52BF71B4-7500-E442-BE15-43B3CE587717
A50310,,Cystophyllum,sisimbrioides,Japan,1958 Apr 04,T. Nishibayashi,2AD2A4DF-B038-8E45-8F1F-633EEDF6CA8E
A7272,,Cystophyllum,sisimbrioides,Japan,1953 Mar 28,None,94EE3F01-CF98-494F-AED6-E561404B6B24
A7273,,Cystophyllum,sisimbrioides,Japan,1953 Mar 28,None,BBAE78FE-04E8-1542-8E9A-ADC6B5425BDC
A59444,,Cystophyllum,sp.,Australia,1934 Oct 10,A. Nash,5CBE3CC9-2C40-5A4F-AC65-3703E2F573B3
A59443,,Cystophyllum,sp.,Australia,1934 Oct 10,A. Nash,67C0FBC0-D2AE-4541-935B-D7FB5C6F3255
A43362,,Cystophyllum,sp.,Australia,1970 Feb 05,J. R. Stein,F7818D9C-B79B-544A-8435-29F7CAE225BF
A88440,,Cystophyllum,sp.,Australia,1970 Feb 05,J. R. Stein,B6F59048-4992-B047-86B6-584C56AA0452
A16127,,Cystophyllum,sp.,France,1961 Sep 24,Robert F. Scagel,3398FC56-75C5-5446-A2A0-2C93E0F4BA66
A59054,,Cystoseira,abies-marina,Spain,1976 Dec 14,David J. Garbary,845923E9-2695-A141-B148-7145A37F2304
A59059,,Cystoseira,abies-marina,Spain,1976 Dec 14,David J. Garbary,853FA994-79A7-794B-8EF5-5C1AD9CBFCE3
A53891,,Cystoseira,compressa,Tunisia,1974 May 18,Delashaw,124AA1E7-163D-9748-91FF-4EE34016C914
A59051,,Cystoseira,discors,Spain,1976 Dec 20,David J. Garbary,8AEE748C-F6E6-3842-9DAB-F1A3088E2332
A63531,,Cystoseira,geminata,Canada,1897 Mar 27,J. R. Anderson,88E3317D-FF88-054B-80BF-581A3F721088
A63534,,Cystoseira,geminata,Canada,1913 May 15,J. Davidson,BA187F39-D2CF-A04B-B0D1-2FC8472BA187
A6763,,Cystoseira,geminata,Canada,1944 Sep 01,R. W. Pillsbury,3C26481C-D726-AF49-A2FE-BD8939D75EA8
A70430,,Cystoseira,geminata,Canada,1987 Jul 12,Paul W. Gabrielson,CBD5024A-C796-E744-B02A-42615C02890C
A27943,,Cystoseira,geminata,United States,1966 Dec 10,Gordon Robin South,BF1A6BCE-9006-D44F-BE39-9E1FD3D47DE8
A27944,,Cystoseira,geminata,United States,1966 Dec 10,Gordon Robin South,4ACBB788-E999-5645-BEA1-E377DD2DE854
A27566,,Cystoseira,geminata,United States,1966 Jul 29,Jim W. Markham,99977312-734C-5549-8D82-04A0DE224E14
A27697,,Cystoseira,geminata,United States,1966 Jul 29,Jim W. Markham,C61E32AD-081B-F144-9DF3-7C8C26C7A074
A27054,,Cystoseira,geminata,United States,1966 Jul 22,Gordon Robin South,6F51337C-F6FC-4740-BBFE-A790AF7F25E2
A27050,,Cystoseira,geminata,United States,1966 Jul 19,Jim W. Markham,B135B2EE-CAF6-474D-9B53-3863F83B6BCF
A27055,,Cystoseira,geminata,United States,1966 Jul 19,Jim W. Markham,8A56C12E-B3A2-D04D-A7C1-6385E4E6EE2F
A26859,,Cystoseira,geminata,United States,1966 Jul 19,R. Driskill,9CA022AC-480F-C64D-BC33-60707F37C9AC
A26379,,Cystoseira,geminata,United States,1966 Jul 14,Patrick Chamut,B6F8AC4E-4005-9A4A-9ADA-21616ED9FE64
A26117,,Cystoseira,geminata,United States,1966 Jul 13,Gordon Robin South,B0C9F366-716A-4741-825A-9649CF6C680E
A26119,,Cystoseira,geminata,United States,1966 Jul 13,Patrick Chamut,7EA29D0F-F54B-2746-A491-645151153729
A26120,,Cystoseira,geminata,United States,1966 Jul 13,Patrick Chamut,E72D6C5C-B77B-CF40-994B-678CA7CC93BC
A26118,,Cystoseira,geminata,United States,1966 Jul 12,Jim W. Markham,07B26A61-3E39-F64E-BC52-B8B6395B3EC3
A26116,,Cystoseira,geminata,United States,1966 Jul 12,A. Cattell,76C518F8-6707-7741-96E3-C3C99EB04A70
A25926,,Cystoseira,geminata,United States,1966 Jul 09,Jim W. Markham,8D0557AD-D665-A440-8579-601902306E3B
A25923,,Cystoseira,geminata,United States,1966 Jul 09,Jim W. Markham,B01C4ADC-D421-604E-93CC-87DFE9C5E300
A25621,,Cystoseira,geminata,United States,1966 Jul 07,Jim W. Markham,E44DC350-8892-1245-BC90-8F437D7F61B3
A25742,,Cystoseira,geminata,United States,1966 Jul 07,Jim W. Markham,379DD854-36E9-2148-848E-D91A33A10F39
A25622,,Cystoseira,geminata,United States,1966 Jul 05,Jim W. Markham,022E73FB-A5AF-4842-8C2F-79B6C14A2C67
A25741,,Cystoseira,geminata,United States,1966 Jul 05,Jim W. Markham,9BA6C52D-7480-8242-B505-E34F13766814
A25740,,Cystoseira,geminata,United States,1966 Jul 05,Jim W. Markham,F0097732-AA2A-9848-8C39-471CAEEC814F
A25620,,Cystoseira,geminata,United States,1966 Jul 04,Jim W. Markham,2557AF12-176A-6349-968A-43690059799D
A25130,,Cystoseira,geminata,United States,1966 Jun 30,Gordon Robin South,108CA2AC-E7C8-8649-A2C2-270D2F7A4368
A25131,,Cystoseira,geminata,United States,1966 Jun 30,Gordon Robin South,E42AABAC-FCBB-9746-B038-60C324D34BCD
A23553,,Cystoseira,geminata,United States,1965 Jun 30,Arthur C. Mathieson,EE6AF023-5989-AF4D-A9E2-A604F4667FEB
A23551,,Cystoseira,geminata,United States,1965 Jun 30,Arthur C. Mathieson,48C9D925-ED26-EF44-8B37-8BB1BFE79E59
A23552,,Cystoseira,geminata,United States,1965 Jun 30,Arthur C. Mathieson,F603CC57-6EE7-4B4F-805D-76A59F47EA39
A20328,,Cystoseira,geminata,United States,1965 Jun 14,R. Driskill,E4EAF907-0E09-B340-B84A-03240790AD7D
A20327,,Cystoseira,geminata,United States,1965 Jun 14,R. Driskill,203D40CD-33F0-714D-A585-8B6DA51D40C0
A20857,,Cystoseira,geminata,United States,1965 Jun 13,Jim W. Markham,7D9DF501-E65B-7D45-9A29-F14267EDBA8D
A12962,,Cystoseira,geminata,United States,1960 Jul 11,Tom B. Widdowson,99C8CA3E-BCE3-3342-8A96-2014E5F1126A
A12960,,Cystoseira,geminata,United States,1960 Jul 11,Tom B. Widdowson,FED5167D-C040-774D-B1F2-AD287D30BA88
A12963,,Cystoseira,geminata,United States,1960 Jul 11,Tom B. Widdowson,503F492B-22B9-A644-9B7B-FBCF3CEA85EE
A12959,,Cystoseira,geminata,United States,1960 Jul 11,Tom B. Widdowson,ACD474EE-E2DD-0C42-998A-CC35C30E4D44
A12958,,Cystoseira,geminata,United States,1960 Jul 11,Tom B. Widdowson,E9298D97-5F31-4E47-92A6-927588990E65
A12957,,Cystoseira,geminata,United States,1960 Jul 11,Tom B. Widdowson,C4A291C4-3CC0-5B4C-B34A-633A47A27488
A12956,,Cystoseira,geminata,United States,1960 Jul 11,Tom B. Widdowson,35541F38-2D7B-E542-BF6B-44E676000F3A
A12955,,Cystoseira,geminata,United States,1960 Jul 11,Tom B. Widdowson,2224AD9A-104C-D045-8E69-0A2958A17850
A12954,,Cystoseira,geminata,United States,1960 Jul 11,Tom B. Widdowson,2A564598-D68E-6345-B475-E0CFE4D4169C
A12961,,Cystoseira,geminata,United States,1960 Jul 11,Tom B. Widdowson,015DFC9C-BDF3-4146-BC56-B2EA78F3A990
A9779,,Cystoseira,geminata,United States,1960 Jul 11,Tom B. Widdowson,19821530-B2F3-C641-A4E3-1D66D53AB7A0
A8196,,Cystoseira,geminata,United States,1960 Jul 08,Tom B. Widdowson,150BA717-CDFE-5943-832E-8B63288D47E0
A8304,,Cystoseira,geminata,United States,1960 Jul 08,Tom B. Widdowson,4690A7FE-071D-7B45-9494-E0E23465EA5F
A9445,,Cystoseira,geminata,United States,1960 Jul 08,Tom B. Widdowson,A9301C25-5EE5-2B49-A4D3-9111A473F4D9
A14110,,Cystoseira,geminata,United States,1960 Jun 21,Tom B. Widdowson,7C4B095C-818E-C544-9958-4E5D47AA7197
A14099,,Cystoseira,geminata,United States,1960 Jun 21,Tom B. Widdowson,DBC38D32-24AF-3F47-B172-1D471293C992
A9328,,Cystoseira,geminata,United States,1960 Jun 26,Tom B. Widdowson,05EEB797-F207-7744-8BEB-85030F5C0989
A9347,,Cystoseira,geminata,United States,1960 Jun 26,Tom B. Widdowson,C383A448-B905-2147-87BA-B5A549F5C067
A9327,,Cystoseira,geminata,United States,1960 Jun 26,Tom B. Widdowson,6B257FF9-CA09-864D-AC4A-B95FA3A3B43A
A9348,,Cystoseira,geminata,United States,1960 Jun 26,Tom B. Widdowson,D8EE71EB-2772-C04B-BAF8-D3865F62045E
A8143,,Cystoseira,geminata,United States,1960 Jun 23,L. Kemp,89D82554-2ABB-5D4D-BA34-ADFF3209D876
A14225,,Cystoseira,geminata,United States,1960 Jul 08,Tom B. Widdowson,CEDA2C16-D5F9-1745-9E94-EA4F5A2761BF
A9444,,Cystoseira,geminata,United States,1960 Jul 08,Tom B. Widdowson,674A3A3E-8EF4-BC43-B0A3-2625B219879E
A9443,,Cystoseira,geminata,United States,1960 Jul 08,Tom B. Widdowson,B93F18F5-31A4-B744-AA74-4492E23E810A
A9442,,Cystoseira,geminata,United States,1960 Jul 08,Tom B. Widdowson,3F8EFA97-77E4-0B47-959E-AEE2D0CF4A3D
A9441,,Cystoseira,geminata,United States,1960 Jul 08,Tom B. Widdowson,FAC3BA4D-0D82-A04B-B064-95BAAC5EA6FB
A2404,,Cystoseira,geminata,Canada,1953 Jun 29,Robert F. Scagel,843E0B1C-2DED-7447-A1A3-CE6900FADF5E
A2402,,Cystoseira,geminata,Canada,1953 Jun 29,Robert F. Scagel,525E1951-EE4A-D242-8BDC-B866A73C49E7
A2406,,Cystoseira,geminata,Canada,1953 Jun 29,Robert F. Scagel,7D73EC04-2FE6-AA44-A85D-74F561B0CD80
A2670,,Cystoseira,geminata,Canada,1953 Jun 29,Robert F. Scagel,F714B45B-CE06-2A48-924E-95EA22E8CF07
A40595,,Cystoseira,geminata,Canada,1969 Jun 04,Ken Baillie,9D4F2B4F-7172-CC4A-964F-E0537DBFAA29
A63400,,Cystoseira,geminata,Canada,1914 Jun,John Macoun,70DD10F9-687D-E245-8607-2F7AED3FF7DC
A3422,,Cystoseira,geminata,Canada,1957 Jun,Tom B. Widdowson,F158F2F9-31C3-244F-9BC8-0C190AFB383D
A3420,,Cystoseira,geminata,Canada,1957 Jul 05,Tom B. Widdowson,B07359B1-6B42-174C-BFDD-ECC21552CFC7
A54495,,Cystoseira,geminata,Canada,1976 Mar 25,Michael W. Hawkes,2CDE4594-49CD-F24A-9D22-36D2F1632E96
A54488,,Cystoseira,geminata,Canada,1976 Mar 25,C. Tanner,73997677-9893-0441-B772-F22C89501C23
A55604,,Cystoseira,geminata,Canada,1976 Mar 25,C. Tanner,C4D96BE2-709B-6C4E-BDD4-53FAF8511FE3
A3421,,Cystoseira,geminata,Canada,1958 May 21,Tom B. Widdowson,BC330616-0924-5347-ABAE-D2AB94F25D5E
A83419,,Cystoseira,geminata,Canada,1957 May,Tom B. Widdowson,0E02DFF3-F331-C042-8D75-324C6E3D0FF3
A3423,,Cystoseira,geminata,Canada,1957 Jun 26,Tom B. Widdowson,C8410672-1184-4548-B03B-AB6B59AFD306
A61671,,Cystoseira,geminata,Canada,1979 Jun 13, Gayle I. Hansen,196FAC77-08A3-CF47-A0B4-BF07B8B20918
A38832,,Cystoseira,geminata,Canada,1968 Oct 13,Patrick Chamut,D739B9C9-4ED1-EA4A-9EEC-7A3AF6910334
A35283,,Cystoseira,geminata,Canada,1968 Jul 23,Patrick Chamut,78980103-1AA2-6449-BDFD-77367762D670
A6763,,Cystoseira,geminata,Canada,1944 Sep 01,R. W. Pillsbury,A0C94DFA-EA4B-7645-8386-D187C1647403
A8484,,Cystoseira,geminata,Canada,1953 Jun 30,Robert F. Scagel,4C551721-E272-654B-8CDE-AE5676B47793
A28995,,Cystoseira,geminata,Canada,1967 May 12,Ken Baillie,F4F2EADC-F78E-B74F-BB9A-BB358C2D6685
A33449,,Cystoseira,geminata,Canada,1968 May 26,Patrick Chamut,56698C24-F7DA-A74F-B8C8-ACC40E622836
A33697,,Cystoseira,geminata,Canada,1968 Jun 10,Ken Baillie,219A8797-B302-4D41-89EA-BBD84F22014B
A32776,,Cystoseira,geminata,Canada,1968 Apr 15,M. Chihara,3BFF877C-DCFF-CE45-8F74-278204EE09F6
A32670,,Cystoseira,geminata,Canada,1968 Mar 22,M. Chihara,DDB561D6-F0BC-524E-9BBB-D92844612879
A45510,,Cystoseira,geminata,Canada,1971 May 12,Julie L. Celestino,A7D80361-B7AE-7847-856B-0471B3A56FB8
A49221,,Cystoseira,geminata,Canada,1973 Apr 07,Julie L. Celestino,E31F2FFE-FA6F-BF43-8D79-DE050FE01678
A31986,,Cystoseira,geminata,Canada,1967 Sep 02,Patrick Chamut,ADF90157-DFA3-F640-B1AD-A2C1B9BCDE7E
A63399,,Cystoseira,geminata,Canada,[unknown],Connell?,B06A1618-15DA-7740-A606-ABCFEAD96609
